764736,14508,21,99
767628,14562,22,99
769344,14595,22,99
769552,14599,22,99
778652,14774,22,99
779984,14798,23,99
782272,14842,23,99
782948,14855,22,99
784248,14880,21,99
785176,14896,21,99
785540,14903,21,99
788308,14956,21,99
789348,14976,20,99
789744,14982,21,99
790212,14991,20,99
790680,15000,20,99
790940,15005,20,99
792896,15041,21,99
793988,15062,21,99
796052,15101,21,99
796260,15105,21,99
800140,15178,22,99
800140,15178,22,99
801180,15198,21,99
802272,15219,21,99
804748,15265,21,99
804956,15269,21,99
805216,15274,21,99
805216,15274,21,99
806740,15301,21,99
808560,15336,21,99
808560,15336,21,99
810536,15374,21,99
811348,15388,22,99
812596,15412,22,99
814000,15439,22,99
815872,15475,22,99
816788,15491,23,99
818400,15522,22,99
818868,15531,21,99
819752,15548,20,99
820096,15553,21,99
820564,15562,20,99
822436,15598,19,99
822904,15607,19,99
825536,15656,20,99
825952,15664,20,99
825952,15664,20,99
829072,15724,19,99
831704,15773,20,99
831964,15778,20,99
832588,15790,20,99
846056,16049,20,99
846116,16050,21,99
847804,16081,21,99
848220,16089,21,99
848220,16089,21,99
848696,16098,22,99
848696,16098,22,99
855064,16219,22,99
855948,16236,22,99
857852,16271,23,99
860348,16319,23,99
861596,16343,23,99
861596,16343,23,99
863500,16378,24,99
863760,16383,23,99
868700,16478,23,99
869976,16500,22,99
870036,16501,23,99
870424,16507,22,99
870424,16507,22,99
871152,16521,21,99
872200,16541,21,99
872588,16547,21,99
873160,16558,21,99
873160,16558,21,99
873712,16567,22,99
873868,16570,22,99
874952,16589,21,99
877924,16638,21,99
879320,16663,21,99
880412,16684,21,99
881296,16701,21,99
881452,16704,21,99
884916,16769,21,99
885852,16787,21,99
897968,17020,20,99
899372,17047,18,99
899432,17048,19,99
899432,17048,19,99
902384,17101,18,99
902956,17112,18,99
905120,17152,19,99
906836,17185,19,99
920512,17448,19,99
928604,17602,19,99
929260,17613,20,99
929260,17613,20,99
931752,17660,20,99
936848,17758,20,99
939480,17807,19,99
939480,17807,19,99
939480,17807,19,99
945596,17922,19,99
946304,17934,20,99
946304,17934,20,99
948072,17968,20,99
